lat,lon,time,par/einstein m-2 day-1
27.5,122.25,2015-11-05 ,20.14
27.75,120.75,2015-11-05 ,9.36
27.75,121.0,2015-11-05 ,12.19
27.75,121.25,2015-11-05 ,15.81
27.75,121.5,2015-11-05 ,28.48
27.75,121.75,2015-11-05 ,33.07
27.75,122.0,2015-11-05 ,30.87
27.75,122.25,2015-11-05 ,23.47
28.0,120.75,2015-11-05 ,14.85
28.0,121.0,2015-11-05 ,12.58
28.0,121.25,2015-11-05 ,13.95
28.0,121.5,2015-11-05 ,16.9
28.0,121.75,2015-11-05 ,16.8
28.0,122.0,2015-11-05 ,26.36
28.0,122.25,2015-11-05 ,20.55
28.25,121.25,2015-11-05 ,17.53
28.25,121.5,2015-11-05 ,18.64
28.25,121.75,2015-11-05 ,17.09
28.25,122.0,2015-11-05 ,16.85
28.25,122.25,2015-11-05 ,18.83
28.5,121.75,2015-11-05 ,18.07
28.5,122.0,2015-11-05 ,24.76
28.5,122.25,2015-11-05 ,31.92
27.25,120.75,2015-11-06 ,19.51
27.25,121.0,2015-11-06 ,20.12
27.25,122.0,2015-11-06 ,33.15
27.25,122.25,2015-11-06 ,16.85
27.5,120.75,2015-11-06 ,14.84
27.5,121.0,2015-11-06 ,15.1
27.5,121.75,2015-11-06 ,14.28
27.5,122.0,2015-11-06 ,24.61
27.5,122.25,2015-11-06 ,14.02
27.75,120.75,2015-11-06 ,18.14
27.75,121.0,2015-11-06 ,14.63
27.75,121.75,2015-11-06 ,19.36
27.75,122.0,2015-11-06 ,17.22
27.75,122.25,2015-11-06 ,10.38
28.0,121.0,2015-11-06 ,20.32
28.0,121.75,2015-11-06 ,17.96
28.0,122.0,2015-11-06 ,9.14
28.0,122.25,2015-11-06 ,30.13
28.25,121.5,2015-11-06 ,15.84
28.25,121.75,2015-11-06 ,21.15
28.25,122.0,2015-11-06 ,19.93
28.25,122.25,2015-11-06 ,21.87
28.5,121.75,2015-11-06 ,28.25
28.5,122.0,2015-11-06 ,18.62
28.5,122.25,2015-11-06 ,11.92
27.25,120.75,2015-11-07 ,36.1
27.25,121.0,2015-11-07 ,17.81
27.25,121.25,2015-11-07 ,33.28
27.25,121.5,2015-11-07 ,25.6
27.25,121.75,2015-11-07 ,35.4
27.25,122.0,2015-11-07 ,33.34
27.25,122.25,2015-11-07 ,32.81
27.5,120.75,2015-11-07 ,35.49
27.5,121.0,2015-11-07 ,21.72
27.5,121.25,2015-11-07 ,18.31
27.5,121.5,2015-11-07 ,20.52
27.5,121.75,2015-11-07 ,27.63
27.5,122.0,2015-11-07 ,32.1
27.5,122.25,2015-11-07 ,29.58
27.75,120.75,2015-11-07 ,34.26
27.75,121.0,2015-11-07 ,23.27
27.75,121.25,2015-11-07 ,14.06
27.75,121.5,2015-11-07 ,13.88
27.75,121.75,2015-11-07 ,25.77
27.75,122.0,2015-11-07 ,27.18
27.75,122.25,2015-11-07 ,35.37
28.0,120.75,2015-11-07 ,24.95
28.0,121.0,2015-11-07 ,18.65
28.0,121.25,2015-11-07 ,24.84
28.0,121.5,2015-11-07 ,17.3
28.0,121.75,2015-11-07 ,23.78
28.0,122.0,2015-11-07 ,26.78
28.0,122.25,2015-11-07 ,34.17
28.25,121.25,2015-11-07 ,15.72
28.25,121.5,2015-11-07 ,26.28
28.25,121.75,2015-11-07 ,25.73
28.25,122.0,2015-11-07 ,32.47
28.25,122.25,2015-11-07 ,35.76
28.5,121.75,2015-11-07 ,22.4
28.5,122.0,2015-11-07 ,27.3
28.5,122.25,2015-11-07 ,29.05
27.25,120.75,2015-11-08 ,8.02
27.25,121.0,2015-11-08 ,9.58
27.25,121.25,2015-11-08 ,7.37
27.25,121.5,2015-11-08 ,8.07
27.25,121.75,2015-11-08 ,7.02
27.25,122.0,2015-11-08 ,10.58
27.25,122.25,2015-11-08 ,10.06
27.5,120.75,2015-11-08 ,8.88
27.5,121.0,2015-11-08 ,10.61
27.5,121.25,2015-11-08 ,12.09
27.5,121.5,2015-11-08 ,7.24
27.5,121.75,2015-11-08 ,13.7
27.5,122.0,2015-11-08 ,5.07
27.5,122.25,2015-11-08 ,5.11
27.75,120.75,2015-11-08 ,7.97
27.75,121.0,2015-11-08 ,10.73
27.75,121.25,2015-11-08 ,10.07
27.75,121.5,2015-11-08 ,7.62
27.75,121.75,2015-11-08 ,10.2
27.75,122.0,2015-11-08 ,16.98
27.75,122.25,2015-11-08 ,1.9
28.0,120.75,2015-11-08 ,6.94
28.0,121.0,2015-11-08 ,2.9
28.0,121.25,2015-11-08 ,3.94
28.0,121.5,2015-11-08 ,6.96
28.0,121.75,2015-11-08 ,7.12
28.0,122.0,2015-11-08 ,9.79
28.0,122.25,2015-11-08 ,7.05
28.25,121.5,2015-11-08 ,10.92
28.25,121.75,2015-11-08 ,10.72
28.25,122.0,2015-11-08 ,9.19
28.25,122.25,2015-11-08 ,6.83
28.5,121.75,2015-11-08 ,10.32
28.5,122.0,2015-11-08 ,4.91
28.5,122.25,2015-11-08 ,5.36
27.25,120.75,2015-11-09 ,10.69
27.25,121.0,2015-11-09 ,7.02
27.25,121.25,2015-11-09 ,10.6
27.25,121.5,2015-11-09 ,6.8
27.25,121.75,2015-11-09 ,5.0
27.25,122.0,2015-11-09 ,4.8
27.25,122.25,2015-11-09 ,5.01
27.5,120.75,2015-11-09 ,11.77
27.5,121.0,2015-11-09 ,10.13
27.5,121.25,2015-11-09 ,7.04
27.5,121.5,2015-11-09 ,5.0
27.5,121.75,2015-11-09 ,5.53
27.5,122.0,2015-11-09 ,5.58
27.5,122.25,2015-11-09 ,4.89
27.75,120.75,2015-11-09 ,10.8
27.75,121.0,2015-11-09 ,8.92
27.75,121.25,2015-11-09 ,11.84
27.75,121.5,2015-11-09 ,6.58
27.75,121.75,2015-11-09 ,13.08
27.75,122.0,2015-11-09 ,11.86
27.75,122.25,2015-11-09 ,9.5
28.0,120.75,2015-11-09 ,21.61
28.0,121.0,2015-11-09 ,7.45
28.0,121.25,2015-11-09 ,7.2
28.0,121.5,2015-11-09 ,9.6
28.0,121.75,2015-11-09 ,8.84
28.0,122.0,2015-11-09 ,9.34
28.0,122.25,2015-11-09 ,7.32
28.25,121.25,2015-11-09 ,7.59
28.25,121.5,2015-11-09 ,5.41
28.25,121.75,2015-11-09 ,11.97
28.25,122.0,2015-11-09 ,11.34
28.25,122.25,2015-11-09 ,9.28
28.5,121.75,2015-11-09 ,14.64
28.5,122.0,2015-11-09 ,8.06
28.5,122.25,2015-11-09 ,6.58
27.25,120.75,2015-11-10 ,17.8
27.25,121.0,2015-11-10 ,17.38
27.25,121.25,2015-11-10 ,17.2
27.25,121.5,2015-11-10 ,28.36
27.25,121.75,2015-11-10 ,14.87
27.25,122.0,2015-11-10 ,12.31
27.25,122.25,2015-11-10 ,31.8
27.5,120.75,2015-11-10 ,23.94
27.5,121.0,2015-11-10 ,30.74
27.5,121.25,2015-11-10 ,20.75
27.5,121.5,2015-11-10 ,23.15
27.5,121.75,2015-11-10 ,24.46
27.5,122.0,2015-11-10 ,26.81
27.5,122.25,2015-11-10 ,31.09
27.75,120.75,2015-11-10 ,24.12
27.75,121.0,2015-11-10 ,26.19
27.75,121.25,2015-11-10 ,32.71
27.75,121.5,2015-11-10 ,34.08
27.75,121.75,2015-11-10 ,32.96
27.75,122.0,2015-11-10 ,29.17
27.75,122.25,2015-11-10 ,30.7
28.0,120.75,2015-11-10 ,22.54
28.0,121.0,2015-11-10 ,33.11
28.0,121.25,2015-11-10 ,33.11
28.0,121.5,2015-11-10 ,33.47
28.0,121.75,2015-11-10 ,33.89
28.0,122.0,2015-11-10 ,32.0
28.0,122.25,2015-11-10 ,31.32
28.25,121.25,2015-11-10 ,33.61
28.25,121.5,2015-11-10 ,33.36
28.25,121.75,2015-11-10 ,33.55
28.25,122.0,2015-11-10 ,34.2
28.25,122.25,2015-11-10 ,33.81
28.5,121.75,2015-11-10 ,33.33
28.5,122.0,2015-11-10 ,33.4
28.5,122.25,2015-11-10 ,30.74
27.25,120.75,2015-11-11 ,10.72
27.25,121.0,2015-11-11 ,14.18
27.25,121.25,2015-11-11 ,3.85
27.25,121.5,2015-11-11 ,8.53
27.25,121.75,2015-11-11 ,9.26
27.25,122.0,2015-11-11 ,10.68
27.25,122.25,2015-11-11 ,10.45
27.5,120.75,2015-11-11 ,12.13
27.5,121.0,2015-11-11 ,6.71
27.5,121.25,2015-11-11 ,6.1
27.5,121.5,2015-11-11 ,4.3
27.5,121.75,2015-11-11 ,10.14
27.5,122.0,2015-11-11 ,6.87
27.5,122.25,2015-11-11 ,3.54
27.75,120.75,2015-11-11 ,3.13
27.75,121.0,2015-11-11 ,5.81
27.75,121.25,2015-11-11 ,4.18
27.75,121.5,2015-11-11 ,6.13
27.75,121.75,2015-11-11 ,10.67
27.75,122.0,2015-11-11 ,9.37
27.75,122.25,2015-11-11 ,5.48
28.0,120.75,2015-11-11 ,7.02
28.0,121.0,2015-11-11 ,8.25
28.0,121.25,2015-11-11 ,7.06
28.0,121.5,2015-11-11 ,8.35
28.0,121.75,2015-11-11 ,3.33
28.0,122.0,2015-11-11 ,2.79
28.0,122.25,2015-11-11 ,5.81
28.25,121.25,2015-11-11 ,5.14
28.25,121.5,2015-11-11 ,6.89
28.25,121.75,2015-11-11 ,6.01
28.25,122.0,2015-11-11 ,1.13
28.25,122.25,2015-11-11 ,5.89
28.5,121.75,2015-11-11 ,17.14
28.5,122.0,2015-11-11 ,4.18
28.5,122.25,2015-11-11 ,8.56
27.25,120.75,2015-11-12 ,10.11
27.25,121.0,2015-11-12 ,4.27
27.25,121.25,2015-11-12 ,5.82
27.25,121.5,2015-11-12 ,7.24
27.25,121.75,2015-11-12 ,5.03
27.25,122.0,2015-11-12 ,10.96
27.25,122.25,2015-11-12 ,7.75
27.5,120.75,2015-11-12 ,4.4
27.5,121.0,2015-11-12 ,2.16
27.5,121.25,2015-11-12 ,9.25
27.5,121.5,2015-11-12 ,7.0
27.5,121.75,2015-11-12 ,7.15
27.5,122.0,2015-11-12 ,5.82
27.5,122.25,2015-11-12 ,7.17
27.75,120.75,2015-11-12 ,5.58
27.75,121.0,2015-11-12 ,7.23
27.75,121.25,2015-11-12 ,2.12
27.75,121.5,2015-11-12 ,14.36
27.75,121.75,2015-11-12 ,6.05
27.75,122.0,2015-11-12 ,7.01
27.75,122.25,2015-11-12 ,11.12
28.0,120.75,2015-11-12 ,6.03
28.0,121.0,2015-11-12 ,8.84
28.0,121.25,2015-11-12 ,9.16
28.0,121.5,2015-11-12 ,7.23
28.0,121.75,2015-11-12 ,8.21
28.0,122.0,2015-11-12 ,14.23
28.0,122.25,2015-11-12 ,8.85
28.25,121.25,2015-11-12 ,6.89
28.25,121.5,2015-11-12 ,4.18
28.25,121.75,2015-11-12 ,9.09
28.25,122.0,2015-11-12 ,9.02
28.25,122.25,2015-11-12 ,6.29
28.5,121.75,2015-11-12 ,9.4
28.5,122.0,2015-11-12 ,6.08
28.5,122.25,2015-11-12 ,11.01
27.25,120.75,2015-11-13 ,24.52
27.25,121.0,2015-11-13 ,22.74
27.25,121.25,2015-11-13 ,14.45
27.25,121.5,2015-11-13 ,15.88
27.25,121.75,2015-11-13 ,7.7
27.25,122.0,2015-11-13 ,16.18
27.25,122.25,2015-11-13 ,16.47
27.5,120.75,2015-11-13 ,21.6
27.5,121.0,2015-11-13 ,13.19
27.5,121.25,2015-11-13 ,10.7
27.5,121.5,2015-11-13 ,9.4
27.5,121.75,2015-11-13 ,15.15
27.5,122.0,2015-11-13 ,13.34
27.5,122.25,2015-11-13 ,16.09
27.75,120.75,2015-11-13 ,17.33
27.75,121.0,2015-11-13 ,15.05
27.75,121.25,2015-11-13 ,9.54
27.75,121.5,2015-11-13 ,16.45
27.75,121.75,2015-11-13 ,12.86
27.75,122.0,2015-11-13 ,2.81
27.75,122.25,2015-11-13 ,6.46
28.0,120.75,2015-11-13 ,19.42
28.0,121.0,2015-11-13 ,15.63
28.0,121.25,2015-11-13 ,21.92
28.0,121.5,2015-11-13 ,23.8
28.0,121.75,2015-11-13 ,19.88
28.0,122.0,2015-11-13 ,12.86
28.0,122.25,2015-11-13 ,3.24
28.25,121.5,2015-11-13 ,21.3
28.25,121.75,2015-11-13 ,16.58
28.25,122.0,2015-11-13 ,9.37
28.25,122.25,2015-11-13 ,9.33
28.5,121.75,2015-11-13 ,17.57
28.5,122.0,2015-11-13 ,13.47
28.5,122.25,2015-11-13 ,8.18
27.25,120.75,2015-11-14 ,12.41
27.25,121.0,2015-11-14 ,8.79
27.25,121.25,2015-11-14 ,11.45
27.25,121.5,2015-11-14 ,16.32
27.25,121.75,2015-11-14 ,8.85
27.25,122.0,2015-11-14 ,6.82
27.25,122.25,2015-11-14 ,13.51
27.5,120.75,2015-11-14 ,10.0
27.5,121.0,2015-11-14 ,9.49
27.5,121.25,2015-11-14 ,7.86
27.5,121.5,2015-11-14 ,19.87
27.5,121.75,2015-11-14 ,16.91
27.5,122.0,2015-11-14 ,6.68
27.5,122.25,2015-11-14 ,7.87
27.75,120.75,2015-11-14 ,6.66
27.75,121.0,2015-11-14 ,7.66
27.75,121.25,2015-11-14 ,7.96
27.75,121.5,2015-11-14 ,8.46
27.75,121.75,2015-11-14 ,9.43
27.75,122.0,2015-11-14 ,10.44
27.75,122.25,2015-11-14 ,7.93
28.0,120.75,2015-11-14 ,9.69
28.0,121.0,2015-11-14 ,11.86
28.0,121.25,2015-11-14 ,5.18
28.0,121.5,2015-11-14 ,7.63
28.0,121.75,2015-11-14 ,9.58
28.0,122.0,2015-11-14 ,10.54
28.0,122.25,2015-11-14 ,6.21
28.25,121.25,2015-11-14 ,17.89
28.25,121.5,2015-11-14 ,4.36
28.25,121.75,2015-11-14 ,6.89
28.25,122.0,2015-11-14 ,7.07
28.25,122.25,2015-11-14 ,4.48
28.5,121.75,2015-11-14 ,6.4
28.5,122.0,2015-11-14 ,8.68
28.5,122.25,2015-11-14 ,9.07
27.25,120.75,2015-11-15 ,30.73
27.25,121.0,2015-11-15 ,27.5
27.25,121.25,2015-11-15 ,25.32
27.25,121.5,2015-11-15 ,27.26
27.25,121.75,2015-11-15 ,34.3
27.25,122.0,2015-11-15 ,34.74
27.25,122.25,2015-11-15 ,30.34
27.5,120.75,2015-11-15 ,23.39
27.5,121.0,2015-11-15 ,30.87
27.5,121.25,2015-11-15 ,31.38
27.5,121.5,2015-11-15 ,32.26
27.5,121.75,2015-11-15 ,33.94
27.5,122.0,2015-11-15 ,33.88
27.5,122.25,2015-11-15 ,21.65
27.75,120.75,2015-11-15 ,19.57
27.75,121.0,2015-11-15 ,25.94
27.75,121.25,2015-11-15 ,30.72
27.75,121.5,2015-11-15 ,31.97
27.75,121.75,2015-11-15 ,32.26
27.75,122.0,2015-11-15 ,33.46
27.75,122.25,2015-11-15 ,32.57
28.0,120.75,2015-11-15 ,16.73
28.0,121.0,2015-11-15 ,14.57
28.0,121.25,2015-11-15 ,29.25
28.0,121.5,2015-11-15 ,31.59
28.0,121.75,2015-11-15 ,32.86
28.0,122.0,2015-11-15 ,30.49
28.0,122.25,2015-11-15 ,30.89
28.25,121.25,2015-11-15 ,27.44
28.25,121.5,2015-11-15 ,29.21
28.25,121.75,2015-11-15 ,31.77
28.25,122.0,2015-11-15 ,31.89
28.25,122.25,2015-11-15 ,18.28
28.5,121.75,2015-11-15 ,30.63
28.5,122.0,2015-11-15 ,30.95
28.5,122.25,2015-11-15 ,31.51
27.25,120.75,2015-11-16 ,26.34
27.25,121.0,2015-11-16 ,26.6
27.25,121.25,2015-11-16 ,25.84
27.25,121.5,2015-11-16 ,16.51
27.25,121.75,2015-11-16 ,10.7
27.25,122.0,2015-11-16 ,1.83
27.25,122.25,2015-11-16 ,2.25
27.5,120.75,2015-11-16 ,25.33
27.5,121.0,2015-11-16 ,13.95
27.5,121.25,2015-11-16 ,18.89
27.5,121.5,2015-11-16 ,7.03
27.5,121.75,2015-11-16 ,7.44
27.5,122.0,2015-11-16 ,2.1
27.5,122.25,2015-11-16 ,3.69
27.75,120.75,2015-11-16 ,14.26
27.75,121.0,2015-11-16 ,12.25
27.75,121.25,2015-11-16 ,23.47
27.75,121.5,2015-11-16 ,6.7
27.75,121.75,2015-11-16 ,5.63
27.75,122.0,2015-11-16 ,2.82
27.75,122.25,2015-11-16 ,4.77
28.0,120.75,2015-11-16 ,17.92
28.0,121.0,2015-11-16 ,10.11
28.0,121.25,2015-11-16 ,17.18
28.0,121.5,2015-11-16 ,10.48
28.0,121.75,2015-11-16 ,5.39
28.0,122.0,2015-11-16 ,8.08
28.0,122.25,2015-11-16 ,12.14
28.25,121.25,2015-11-16 ,11.45
28.25,121.5,2015-11-16 ,11.39
28.25,121.75,2015-11-16 ,4.74
28.25,122.0,2015-11-16 ,3.84
28.25,122.25,2015-11-16 ,6.87
28.5,121.75,2015-11-16 ,3.97
28.5,122.0,2015-11-16 ,10.48
28.5,122.25,2015-11-16 ,12.2
27.25,120.75,2015-11-17 ,18.97
27.25,121.0,2015-11-17 ,16.84
27.25,121.25,2015-11-17 ,18.25
27.25,121.5,2015-11-17 ,18.88
27.25,121.75,2015-11-17 ,26.09
27.25,122.0,2015-11-17 ,32.62
27.25,122.25,2015-11-17 ,33.56
27.5,120.75,2015-11-17 ,14.97
27.5,121.0,2015-11-17 ,14.08
27.5,121.25,2015-11-17 ,9.03
27.5,121.5,2015-11-17 ,12.93
27.5,121.75,2015-11-17 ,18.05
27.5,122.0,2015-11-17 ,24.39
27.5,122.25,2015-11-17 ,23.12
27.75,120.75,2015-11-17 ,16.56
27.75,121.0,2015-11-17 ,16.45
27.75,121.25,2015-11-17 ,19.27
27.75,121.5,2015-11-17 ,19.32
27.75,121.75,2015-11-17 ,16.85
27.75,122.0,2015-11-17 ,24.7
27.75,122.25,2015-11-17 ,24.06
28.0,120.75,2015-11-17 ,12.52
28.0,121.0,2015-11-17 ,17.55
28.0,121.25,2015-11-17 ,18.69
28.0,121.5,2015-11-17 ,12.28
28.0,121.75,2015-11-17 ,19.16
28.0,122.0,2015-11-17 ,16.77
28.0,122.25,2015-11-17 ,24.4
28.25,121.25,2015-11-17 ,7.5
28.25,121.5,2015-11-17 ,9.12
28.25,121.75,2015-11-17 ,6.65
28.25,122.0,2015-11-17 ,10.57
28.25,122.25,2015-11-17 ,11.35
28.5,121.75,2015-11-17 ,1.97
28.5,122.0,2015-11-17 ,4.48
28.5,122.25,2015-11-17 ,6.29
27.25,120.75,2015-11-18 ,15.34
27.25,121.0,2015-11-18 ,23.92
27.25,121.25,2015-11-18 ,14.58
27.25,121.5,2015-11-18 ,9.69
27.25,121.75,2015-11-18 ,7.98
27.25,122.0,2015-11-18 ,8.12
27.25,122.25,2015-11-18 ,7.3
27.5,120.75,2015-11-18 ,26.23
27.5,121.0,2015-11-18 ,17.63
27.5,121.25,2015-11-18 ,18.96
27.5,121.5,2015-11-18 ,11.79
27.5,121.75,2015-11-18 ,9.71
27.5,122.0,2015-11-18 ,19.5
27.5,122.25,2015-11-18 ,17.39
27.75,120.75,2015-11-18 ,28.11
27.75,121.0,2015-11-18 ,29.22
27.75,121.25,2015-11-18 ,31.02
27.75,121.5,2015-11-18 ,16.13
27.75,121.75,2015-11-18 ,8.31
27.75,122.0,2015-11-18 ,17.83
27.75,122.25,2015-11-18 ,30.26
28.0,120.75,2015-11-18 ,27.77
28.0,121.0,2015-11-18 ,22.29
28.0,121.25,2015-11-18 ,28.01
28.0,121.5,2015-11-18 ,16.08
28.0,121.75,2015-11-18 ,11.4
28.0,122.0,2015-11-18 ,8.85
28.0,122.25,2015-11-18 ,13.94
28.25,121.25,2015-11-18 ,29.21
28.25,121.5,2015-11-18 ,28.74
28.25,121.75,2015-11-18 ,8.47
28.25,122.0,2015-11-18 ,6.23
28.25,122.25,2015-11-18 ,7.88
28.5,121.75,2015-11-18 ,14.57
28.5,122.0,2015-11-18 ,15.9
28.5,122.25,2015-11-18 ,6.6
27.25,120.75,2015-11-19 ,19.97
27.25,121.0,2015-11-19 ,12.42
27.25,121.25,2015-11-19 ,21.22
27.25,121.5,2015-11-19 ,14.56
27.25,121.75,2015-11-19 ,15.92
27.25,122.0,2015-11-19 ,27.97
27.25,122.25,2015-11-19 ,29.94
27.5,120.75,2015-11-19 ,23.78
27.5,121.0,2015-11-19 ,23.41
27.5,121.25,2015-11-19 ,22.93
27.5,121.5,2015-11-19 ,15.9
27.5,121.75,2015-11-19 ,11.04
27.5,122.0,2015-11-19 ,15.73
27.5,122.25,2015-11-19 ,31.59
27.75,120.75,2015-11-19 ,9.34
27.75,121.0,2015-11-19 ,12.78
27.75,121.25,2015-11-19 ,22.48
27.75,121.5,2015-11-19 ,29.68
27.75,121.75,2015-11-19 ,25.75
27.75,122.0,2015-11-19 ,12.4
27.75,122.25,2015-11-19 ,32.04
28.0,120.75,2015-11-19 ,10.86
28.0,121.0,2015-11-19 ,8.07
28.0,121.25,2015-11-19 ,8.32
28.0,121.5,2015-11-19 ,16.3
28.0,121.75,2015-11-19 ,11.08
28.0,122.0,2015-11-19 ,13.23
28.0,122.25,2015-11-19 ,27.75
28.25,121.25,2015-11-19 ,8.49
28.25,121.5,2015-11-19 ,10.37
28.25,121.75,2015-11-19 ,10.35
28.25,122.0,2015-11-19 ,13.01
28.25,122.25,2015-11-19 ,27.72
28.5,121.75,2015-11-19 ,10.46
28.5,122.0,2015-11-19 ,19.07
28.5,122.25,2015-11-19 ,32.24
27.25,120.75,2015-11-20 ,13.22
27.25,121.0,2015-11-20 ,9.37
27.25,121.25,2015-11-20 ,9.77
27.25,121.5,2015-11-20 ,9.96
27.25,121.75,2015-11-20 ,8.16
27.25,122.0,2015-11-20 ,8.55
27.25,122.25,2015-11-20 ,17.01
27.5,120.75,2015-11-20 ,13.54
27.5,121.0,2015-11-20 ,9.98
27.5,121.25,2015-11-20 ,11.47
27.5,121.5,2015-11-20 ,12.41
27.5,121.75,2015-11-20 ,9.4
27.5,122.0,2015-11-20 ,12.22
27.5,122.25,2015-11-20 ,11.57
27.75,120.75,2015-11-20 ,10.48
27.75,121.0,2015-11-20 ,12.4
27.75,121.25,2015-11-20 ,12.39
27.75,121.5,2015-11-20 ,11.57
27.75,121.75,2015-11-20 ,12.85
27.75,122.0,2015-11-20 ,7.33
27.75,122.25,2015-11-20 ,9.44
28.0,120.75,2015-11-20 ,5.06
28.0,121.0,2015-11-20 ,9.63
28.0,121.25,2015-11-20 ,9.39
28.0,121.5,2015-11-20 ,10.09
28.0,121.75,2015-11-20 ,13.17
28.0,122.0,2015-11-20 ,15.68
28.0,122.25,2015-11-20 ,9.76
28.25,121.25,2015-11-20 ,12.06
28.25,121.5,2015-11-20 ,11.48
28.25,121.75,2015-11-20 ,12.79
28.25,122.0,2015-11-20 ,13.62
28.25,122.25,2015-11-20 ,21.42
28.5,121.75,2015-11-20 ,18.49
28.5,122.0,2015-11-20 ,11.95
28.5,122.25,2015-11-20 ,14.61
27.25,120.75,2015-11-21 ,24.88
27.25,121.0,2015-11-21 ,25.45
27.25,121.25,2015-11-21 ,27.07
27.25,121.5,2015-11-21 ,20.12
27.25,121.75,2015-11-21 ,21.44
27.25,122.0,2015-11-21 ,23.11
27.25,122.25,2015-11-21 ,21.93
27.5,120.75,2015-11-21 ,24.36
27.5,121.0,2015-11-21 ,24.74
27.5,121.25,2015-11-21 ,24.77
27.5,121.5,2015-11-21 ,26.73
27.5,121.75,2015-11-21 ,22.87
27.5,122.0,2015-11-21 ,22.66
27.5,122.25,2015-11-21 ,27.48
27.75,120.75,2015-11-21 ,11.71
27.75,121.0,2015-11-21 ,12.68
27.75,121.25,2015-11-21 ,19.51
27.75,121.5,2015-11-21 ,19.59
27.75,121.75,2015-11-21 ,22.12
27.75,122.0,2015-11-21 ,18.58
27.75,122.25,2015-11-21 ,26.28
28.0,120.75,2015-11-21 ,19.72
28.0,121.0,2015-11-21 ,15.35
28.0,121.25,2015-11-21 ,10.71
28.0,121.5,2015-11-21 ,10.39
28.0,121.75,2015-11-21 ,9.43
28.0,122.0,2015-11-21 ,15.65
28.0,122.25,2015-11-21 ,21.14
28.25,121.25,2015-11-21 ,11.11
28.25,121.5,2015-11-21 ,9.44
28.25,121.75,2015-11-21 ,9.11
28.25,122.0,2015-11-21 ,11.39
28.25,122.25,2015-11-21 ,15.62
28.5,121.75,2015-11-21 ,8.32
28.5,122.0,2015-11-21 ,11.34
28.5,122.25,2015-11-21 ,21.89
27.25,120.75,2015-11-22 ,23.08
27.25,121.0,2015-11-22 ,33.14
27.25,121.25,2015-11-22 ,30.22
27.25,122.0,2015-11-22 ,18.55
27.25,122.25,2015-11-22 ,11.18
27.5,120.75,2015-11-22 ,17.0
27.5,121.0,2015-11-22 ,28.5
27.5,122.0,2015-11-22 ,12.02
27.5,122.25,2015-11-22 ,13.02
27.75,120.75,2015-11-22 ,18.8
27.75,121.0,2015-11-22 ,18.38
27.75,121.75,2015-11-22 ,15.01
27.75,122.0,2015-11-22 ,8.95
27.75,122.25,2015-11-22 ,9.18
28.0,120.75,2015-11-22 ,17.85
28.0,121.0,2015-11-22 ,15.37
28.0,121.75,2015-11-22 ,21.76
28.0,122.0,2015-11-22 ,25.96
28.0,122.25,2015-11-22 ,20.21
28.25,121.5,2015-11-22 ,26.66
28.25,121.75,2015-11-22 ,20.92
28.25,122.0,2015-11-22 ,15.17
28.25,122.25,2015-11-22 ,21.1
28.5,121.75,2015-11-22 ,28.57
28.5,122.0,2015-11-22 ,14.53
28.5,122.25,2015-11-22 ,15.4
27.25,120.75,2015-11-23 ,32.46
27.25,121.0,2015-11-23 ,33.22
27.25,121.25,2015-11-23 ,32.98
27.25,121.5,2015-11-23 ,33.66
27.25,121.75,2015-11-23 ,31.09
27.25,122.0,2015-11-23 ,25.91
27.25,122.25,2015-11-23 ,22.11
27.5,120.75,2015-11-23 ,31.0
27.5,121.0,2015-11-23 ,32.55
27.5,121.25,2015-11-23 ,32.81
27.5,121.5,2015-11-23 ,32.86
27.5,121.75,2015-11-23 ,33.33
27.5,122.0,2015-11-23 ,28.42
27.5,122.25,2015-11-23 ,21.0
27.75,120.75,2015-11-23 ,28.27
27.75,121.0,2015-11-23 ,31.74
27.75,121.25,2015-11-23 ,31.67
27.75,121.5,2015-11-23 ,32.82
27.75,121.75,2015-11-23 ,32.88
27.75,122.0,2015-11-23 ,32.89
27.75,122.25,2015-11-23 ,31.4
28.0,120.75,2015-11-23 ,29.97
28.0,121.0,2015-11-23 ,27.3
28.0,121.25,2015-11-23 ,30.71
28.0,121.5,2015-11-23 ,31.31
28.0,121.75,2015-11-23 ,32.39
28.0,122.0,2015-11-23 ,32.65
28.0,122.25,2015-11-23 ,32.49
28.25,121.25,2015-11-23 ,30.88
28.25,121.5,2015-11-23 ,29.63
28.25,121.75,2015-11-23 ,31.01
28.25,122.0,2015-11-23 ,31.9
28.25,122.25,2015-11-23 ,32.14
28.5,121.75,2015-11-23 ,30.54
28.5,122.0,2015-11-23 ,31.11
28.5,122.25,2015-11-23 ,31.73
27.25,120.75,2015-11-24 ,27.99
27.25,121.0,2015-11-24 ,24.6
27.25,121.25,2015-11-24 ,29.38
27.25,121.5,2015-11-24 ,26.26
27.25,121.75,2015-11-24 ,28.49
27.25,122.0,2015-11-24 ,18.67
27.25,122.25,2015-11-24 ,18.87
27.5,120.75,2015-11-24 ,20.17
27.5,121.0,2015-11-24 ,23.26
27.5,121.25,2015-11-24 ,27.9
27.5,121.5,2015-11-24 ,22.56
27.5,121.75,2015-11-24 ,17.86
27.5,122.0,2015-11-24 ,11.7
27.5,122.25,2015-11-24 ,15.64
27.75,120.75,2015-11-24 ,21.3
27.75,121.0,2015-11-24 ,19.45
27.75,121.25,2015-11-24 ,19.74
