lat,lon,time,par/einstein m-2 day-1
27.25,120.75,2015-01-01 ,30.04
27.25,121.0,2015-01-01 ,29.95
27.25,121.25,2015-01-01 ,30.22
27.25,121.5,2015-01-01 ,30.05
27.25,121.75,2015-01-01 ,30.55
27.25,122.0,2015-01-01 ,30.49
27.25,122.25,2015-01-01 ,26.52
27.5,120.75,2015-01-01 ,29.06
27.5,121.0,2015-01-01 ,28.98
27.5,121.25,2015-01-01 ,29.22
27.5,121.5,2015-01-01 ,29.85
27.5,121.75,2015-01-01 ,30.25
27.5,122.0,2015-01-01 ,30.32
27.5,122.25,2015-01-01 ,27.75
27.75,120.75,2015-01-01 ,28.93
27.75,121.0,2015-01-01 ,28.97
27.75,121.25,2015-01-01 ,28.58
27.75,121.5,2015-01-01 ,29.42
27.75,121.75,2015-01-01 ,29.88
27.75,122.0,2015-01-01 ,29.88
27.75,122.25,2015-01-01 ,29.2
28.0,120.75,2015-01-01 ,28.62
28.0,121.0,2015-01-01 ,28.64
28.0,121.25,2015-01-01 ,28.53
28.0,121.5,2015-01-01 ,28.48
28.0,121.75,2015-01-01 ,28.95
28.0,122.0,2015-01-01 ,29.73
28.0,122.25,2015-01-01 ,30.13
28.25,121.25,2015-01-01 ,28.54
28.25,121.5,2015-01-01 ,28.2
28.25,121.75,2015-01-01 ,28.13
28.25,122.0,2015-01-01 ,29.24
28.25,122.25,2015-01-01 ,29.79
28.5,121.75,2015-01-01 ,28.11
28.5,122.0,2015-01-01 ,28.35
28.5,122.25,2015-01-01 ,29.07
27.25,120.75,2015-01-02 ,29.67
27.25,121.0,2015-01-02 ,29.76
27.25,121.25,2015-01-02 ,30.12
27.25,121.5,2015-01-02 ,30.06
27.25,121.75,2015-01-02 ,30.49
27.25,122.0,2015-01-02 ,30.64
27.25,122.25,2015-01-02 ,30.61
27.5,120.75,2015-01-02 ,28.67
27.5,121.0,2015-01-02 ,29.01
27.5,121.25,2015-01-02 ,29.38
27.5,121.5,2015-01-02 ,29.94
27.5,121.75,2015-01-02 ,30.22
27.5,122.0,2015-01-02 ,30.19
27.5,122.25,2015-01-02 ,30.32
27.75,120.75,2015-01-02 ,28.49
27.75,121.0,2015-01-02 ,28.9
27.75,121.25,2015-01-02 ,28.79
27.75,121.5,2015-01-02 ,29.28
27.75,121.75,2015-01-02 ,29.75
27.75,122.0,2015-01-02 ,29.97
27.75,122.25,2015-01-02 ,30.12
28.0,120.75,2015-01-02 ,28.45
28.0,121.0,2015-01-02 ,28.33
28.0,121.25,2015-01-02 ,28.59
28.0,121.5,2015-01-02 ,28.56
28.0,121.75,2015-01-02 ,29.1
28.0,122.0,2015-01-02 ,29.74
28.0,122.25,2015-01-02 ,30.21
28.25,121.25,2015-01-02 ,28.26
28.25,121.5,2015-01-02 ,28.06
28.25,121.75,2015-01-02 ,28.46
28.25,122.0,2015-01-02 ,29.14
28.25,122.25,2015-01-02 ,29.44
28.5,121.75,2015-01-02 ,28.46
28.5,122.0,2015-01-02 ,28.31
28.5,122.25,2015-01-02 ,28.82
27.25,120.75,2015-01-03 ,30.51
27.25,121.0,2015-01-03 ,30.31
27.25,121.25,2015-01-03 ,30.62
27.25,121.5,2015-01-03 ,30.53
27.25,121.75,2015-01-03 ,30.8
27.25,122.0,2015-01-03 ,30.58
27.25,122.25,2015-01-03 ,30.49
27.5,120.75,2015-01-03 ,29.51
27.5,121.0,2015-01-03 ,29.56
27.5,121.25,2015-01-03 ,30.17
27.5,121.5,2015-01-03 ,30.45
27.5,121.75,2015-01-03 ,30.18
27.5,122.0,2015-01-03 ,30.4
27.5,122.25,2015-01-03 ,29.12
27.75,120.75,2015-01-03 ,29.43
27.75,121.0,2015-01-03 ,29.6
27.75,121.25,2015-01-03 ,29.3
27.75,121.5,2015-01-03 ,29.75
27.75,121.75,2015-01-03 ,29.79
27.75,122.0,2015-01-03 ,29.56
27.75,122.25,2015-01-03 ,29.14
28.0,120.75,2015-01-03 ,28.6
28.0,121.0,2015-01-03 ,29.02
28.0,121.25,2015-01-03 ,29.13
28.0,121.5,2015-01-03 ,29.04
28.0,121.75,2015-01-03 ,29.37
28.0,122.0,2015-01-03 ,29.54
28.0,122.25,2015-01-03 ,29.79
28.25,121.25,2015-01-03 ,28.87
28.25,121.5,2015-01-03 ,28.76
28.25,121.75,2015-01-03 ,28.77
28.25,122.0,2015-01-03 ,29.1
28.25,122.25,2015-01-03 ,29.85
28.5,121.75,2015-01-03 ,28.54
28.5,122.0,2015-01-03 ,28.29
28.5,122.25,2015-01-03 ,28.95
27.25,120.75,2015-01-04 ,28.39
27.25,121.0,2015-01-04 ,28.59
27.25,121.25,2015-01-04 ,28.63
27.25,121.5,2015-01-04 ,28.59
27.25,121.75,2015-01-04 ,28.68
27.25,122.0,2015-01-04 ,28.91
27.25,122.25,2015-01-04 ,29.21
27.5,120.75,2015-01-04 ,27.27
27.5,121.0,2015-01-04 ,27.78
27.5,121.25,2015-01-04 ,28.33
27.5,121.5,2015-01-04 ,28.52
27.5,121.75,2015-01-04 ,28.67
27.5,122.0,2015-01-04 ,27.32
27.5,122.25,2015-01-04 ,26.6
27.75,121.0,2015-01-04 ,27.47
27.75,121.25,2015-01-04 ,27.62
27.75,121.5,2015-01-04 ,28.14
27.75,121.75,2015-01-04 ,28.04
27.75,122.0,2015-01-04 ,28.36
27.75,122.25,2015-01-04 ,28.5
28.0,120.75,2015-01-04 ,27.18
28.0,121.0,2015-01-04 ,27.19
28.0,121.25,2015-01-04 ,27.25
28.0,121.5,2015-01-04 ,27.72
28.0,121.75,2015-01-04 ,28.16
28.0,122.0,2015-01-04 ,28.54
28.0,122.25,2015-01-04 ,29.06
28.25,121.25,2015-01-04 ,27.36
28.25,121.5,2015-01-04 ,26.87
28.25,121.75,2015-01-04 ,27.37
28.25,122.0,2015-01-04 ,28.21
28.25,122.25,2015-01-04 ,28.76
28.5,121.75,2015-01-04 ,27.15
28.5,122.0,2015-01-04 ,27.59
28.5,122.25,2015-01-04 ,28.19
27.25,120.75,2015-01-05 ,11.74
27.25,121.0,2015-01-05 ,23.95
27.25,121.25,2015-01-05 ,23.65
27.25,121.5,2015-01-05 ,22.64
27.25,121.75,2015-01-05 ,21.56
27.25,122.0,2015-01-05 ,22.04
27.25,122.25,2015-01-05 ,27.26
27.5,120.75,2015-01-05 ,7.81
27.5,121.0,2015-01-05 ,14.11
27.5,121.25,2015-01-05 ,25.5
27.5,121.5,2015-01-05 ,17.85
27.5,121.75,2015-01-05 ,23.76
27.5,122.0,2015-01-05 ,23.71
27.5,122.25,2015-01-05 ,26.39
27.75,120.75,2015-01-05 ,7.83
27.75,121.0,2015-01-05 ,11.27
27.75,121.25,2015-01-05 ,25.44
27.75,121.5,2015-01-05 ,21.35
27.75,121.75,2015-01-05 ,20.47
27.75,122.0,2015-01-05 ,24.4
27.75,122.25,2015-01-05 ,22.68
28.0,120.75,2015-01-05 ,7.76
28.0,121.0,2015-01-05 ,8.34
28.0,121.25,2015-01-05 ,15.7
28.0,121.5,2015-01-05 ,21.46
28.0,121.75,2015-01-05 ,13.23
28.0,122.0,2015-01-05 ,18.35
28.0,122.25,2015-01-05 ,23.86
28.25,121.25,2015-01-05 ,10.18
28.25,121.5,2015-01-05 ,12.19
28.25,121.75,2015-01-05 ,17.24
28.25,122.0,2015-01-05 ,13.13
28.25,122.25,2015-01-05 ,23.84
28.5,121.75,2015-01-05 ,15.54
28.5,122.0,2015-01-05 ,22.17
28.5,122.25,2015-01-05 ,20.54
27.25,120.75,2015-01-06 ,25.08
27.25,121.0,2015-01-06 ,21.18
27.25,121.25,2015-01-06 ,17.27
27.25,122.0,2015-01-06 ,13.92
27.25,122.25,2015-01-06 ,12.25
27.5,120.75,2015-01-06 ,24.03
27.5,121.0,2015-01-06 ,21.91
27.5,122.0,2015-01-06 ,14.88
27.5,122.25,2015-01-06 ,7.41
27.75,121.0,2015-01-06 ,17.09
27.75,121.75,2015-01-06 ,12.34
27.75,122.0,2015-01-06 ,13.22
27.75,122.25,2015-01-06 ,8.32
28.0,120.75,2015-01-06 ,15.48
28.0,121.0,2015-01-06 ,21.13
28.0,121.75,2015-01-06 ,13.26
28.0,122.0,2015-01-06 ,8.77
28.0,122.25,2015-01-06 ,6.81
28.25,121.5,2015-01-06 ,11.49
28.25,121.75,2015-01-06 ,11.23
28.25,122.0,2015-01-06 ,9.42
28.25,122.25,2015-01-06 ,7.12
28.5,121.75,2015-01-06 ,6.37
28.5,122.0,2015-01-06 ,6.71
28.5,122.25,2015-01-06 ,4.95
27.25,120.75,2015-01-07 ,21.92
27.25,121.0,2015-01-07 ,21.74
27.25,121.25,2015-01-07 ,19.97
27.25,121.5,2015-01-07 ,16.86
27.25,121.75,2015-01-07 ,23.42
27.25,122.0,2015-01-07 ,18.29
27.25,122.25,2015-01-07 ,16.24
27.5,120.75,2015-01-07 ,28.14
27.5,121.0,2015-01-07 ,28.84
27.5,121.25,2015-01-07 ,26.07
27.5,121.5,2015-01-07 ,24.09
27.5,121.75,2015-01-07 ,22.02
27.5,122.0,2015-01-07 ,24.87
27.5,122.25,2015-01-07 ,19.19
27.75,120.75,2015-01-07 ,27.32
27.75,121.0,2015-01-07 ,28.88
27.75,121.25,2015-01-07 ,28.85
27.75,121.5,2015-01-07 ,29.16
27.75,121.75,2015-01-07 ,29.72
27.75,122.0,2015-01-07 ,29.64
27.75,122.25,2015-01-07 ,26.85
28.0,120.75,2015-01-07 ,10.03
28.0,121.0,2015-01-07 ,15.49
28.0,121.25,2015-01-07 ,28.21
28.0,121.5,2015-01-07 ,28.43
28.0,121.75,2015-01-07 ,28.6
28.0,122.0,2015-01-07 ,26.22
28.0,122.25,2015-01-07 ,26.92
28.25,121.25,2015-01-07 ,21.01
28.25,121.5,2015-01-07 ,27.76
28.25,121.75,2015-01-07 ,27.59
28.25,122.0,2015-01-07 ,27.81
28.25,122.25,2015-01-07 ,23.4
28.5,121.75,2015-01-07 ,27.05
28.5,122.0,2015-01-07 ,27.58
28.5,122.25,2015-01-07 ,27.27
27.25,120.75,2015-01-08 ,30.15
27.25,121.0,2015-01-08 ,29.81
27.25,121.25,2015-01-08 ,29.4
27.25,121.5,2015-01-08 ,28.83
27.25,121.75,2015-01-08 ,27.73
27.25,122.0,2015-01-08 ,17.66
27.25,122.25,2015-01-08 ,16.24
27.5,120.75,2015-01-08 ,29.22
27.5,121.0,2015-01-08 ,29.16
27.5,121.25,2015-01-08 ,28.95
27.5,121.5,2015-01-08 ,29.18
27.5,121.75,2015-01-08 ,28.11
27.5,122.0,2015-01-08 ,25.59
27.5,122.25,2015-01-08 ,16.34
27.75,120.75,2015-01-08 ,28.88
27.75,121.0,2015-01-08 ,29.09
27.75,121.25,2015-01-08 ,28.39
27.75,121.5,2015-01-08 ,28.65
27.75,121.75,2015-01-08 ,28.73
27.75,122.0,2015-01-08 ,27.72
27.75,122.25,2015-01-08 ,17.38
28.0,120.75,2015-01-08 ,28.47
28.0,121.0,2015-01-08 ,28.37
28.0,121.25,2015-01-08 ,28.05
28.0,121.5,2015-01-08 ,27.78
28.0,121.75,2015-01-08 ,28.25
28.0,122.0,2015-01-08 ,27.91
28.0,122.25,2015-01-08 ,20.51
28.25,121.25,2015-01-08 ,28.14
28.25,121.5,2015-01-08 ,27.52
28.25,121.75,2015-01-08 ,27.69
28.25,122.0,2015-01-08 ,27.49
28.25,122.25,2015-01-08 ,24.69
28.5,121.75,2015-01-08 ,27.66
28.5,122.0,2015-01-08 ,27.08
28.5,122.25,2015-01-08 ,27.43
27.25,120.75,2015-01-09 ,29.68
27.25,121.0,2015-01-09 ,30.36
27.25,121.25,2015-01-09 ,30.41
27.25,121.5,2015-01-09 ,29.08
27.25,121.75,2015-01-09 ,27.58
27.25,122.0,2015-01-09 ,29.2
27.25,122.25,2015-01-09 ,24.42
27.5,120.75,2015-01-09 ,28.73
27.5,121.0,2015-01-09 ,29.19
27.5,121.25,2015-01-09 ,30.08
27.5,121.5,2015-01-09 ,30.33
27.5,121.75,2015-01-09 ,29.23
27.5,122.0,2015-01-09 ,29.03
27.5,122.25,2015-01-09 ,28.27
27.75,120.75,2015-01-09 ,27.95
27.75,121.0,2015-01-09 ,29.06
27.75,121.25,2015-01-09 ,29.1
27.75,121.5,2015-01-09 ,30.1
27.75,121.75,2015-01-09 ,29.68
27.75,122.0,2015-01-09 ,29.11
27.75,122.25,2015-01-09 ,29.54
28.0,120.75,2015-01-09 ,28.77
28.0,121.0,2015-01-09 ,28.65
28.0,121.25,2015-01-09 ,28.27
28.0,121.5,2015-01-09 ,28.76
28.0,121.75,2015-01-09 ,29.34
28.0,122.0,2015-01-09 ,28.84
28.0,122.25,2015-01-09 ,29.52
28.25,121.25,2015-01-09 ,28.57
28.25,121.5,2015-01-09 ,28.19
28.25,121.75,2015-01-09 ,28.86
28.25,122.0,2015-01-09 ,28.86
28.25,122.25,2015-01-09 ,29.35
28.5,121.75,2015-01-09 ,28.9
28.5,122.0,2015-01-09 ,28.57
28.5,122.25,2015-01-09 ,28.69
27.25,120.75,2015-01-10 ,11.57
27.25,121.0,2015-01-10 ,9.82
27.25,121.25,2015-01-10 ,7.11
27.25,121.5,2015-01-10 ,4.4
27.25,121.75,2015-01-10 ,7.03
27.25,122.0,2015-01-10 ,7.52
27.25,122.25,2015-01-10 ,5.64
27.5,120.75,2015-01-10 ,14.66
27.5,121.0,2015-01-10 ,16.2
27.5,121.25,2015-01-10 ,11.25
27.5,121.5,2015-01-10 ,8.3
27.5,121.75,2015-01-10 ,7.26
27.5,122.0,2015-01-10 ,4.85
27.5,122.25,2015-01-10 ,4.99
27.75,120.75,2015-01-10 ,13.87
27.75,121.0,2015-01-10 ,13.52
27.75,121.25,2015-01-10 ,16.1
27.75,121.5,2015-01-10 ,14.02
27.75,121.75,2015-01-10 ,14.62
27.75,122.0,2015-01-10 ,8.92
27.75,122.25,2015-01-10 ,7.02
28.0,120.75,2015-01-10 ,16.74
28.0,121.0,2015-01-10 ,20.18
28.0,121.25,2015-01-10 ,12.08
28.0,121.5,2015-01-10 ,13.51
28.0,121.75,2015-01-10 ,14.08
28.0,122.0,2015-01-10 ,12.11
28.0,122.25,2015-01-10 ,11.76
28.25,121.25,2015-01-10 ,10.1
28.25,121.5,2015-01-10 ,12.93
28.25,121.75,2015-01-10 ,12.09
28.25,122.0,2015-01-10 ,8.0
28.25,122.25,2015-01-10 ,12.92
28.5,121.75,2015-01-10 ,8.37
28.5,122.0,2015-01-10 ,7.6
28.5,122.25,2015-01-10 ,10.16
27.25,120.5,2015-01-11 ,27.08
27.25,120.75,2015-01-11 ,30.75
27.25,121.0,2015-01-11 ,30.23
27.25,121.25,2015-01-11 ,30.4
27.25,121.5,2015-01-11 ,29.99
27.25,121.75,2015-01-11 ,30.86
27.25,122.0,2015-01-11 ,31.51
27.25,122.25,2015-01-11 ,29.01
27.5,120.75,2015-01-11 ,29.09
27.5,121.0,2015-01-11 ,29.9
27.5,121.25,2015-01-11 ,30.47
27.5,121.5,2015-01-11 ,29.89
27.5,121.75,2015-01-11 ,29.97
27.5,122.0,2015-01-11 ,30.92
27.5,122.25,2015-01-11 ,29.64
27.75,120.75,2015-01-11 ,27.99
27.75,121.0,2015-01-11 ,29.72
27.75,121.25,2015-01-11 ,30.01
27.75,121.5,2015-01-11 ,30.49
27.75,121.75,2015-01-11 ,30.58
27.75,122.0,2015-01-11 ,30.54
27.75,122.25,2015-01-11 ,30.92
28.0,120.75,2015-01-11 ,29.96
28.0,121.0,2015-01-11 ,29.7
28.0,121.25,2015-01-11 ,29.86
28.0,121.5,2015-01-11 ,30.1
28.0,121.75,2015-01-11 ,30.49
28.0,122.0,2015-01-11 ,30.25
28.0,122.25,2015-01-11 ,30.55
28.25,121.25,2015-01-11 ,28.87
28.25,121.5,2015-01-11 ,28.75
28.25,121.75,2015-01-11 ,29.6
28.25,122.0,2015-01-11 ,29.04
28.25,122.25,2015-01-11 ,30.79
28.5,121.75,2015-01-11 ,29.31
28.5,122.0,2015-01-11 ,28.67
28.5,122.25,2015-01-11 ,28.19
27.25,120.75,2015-01-12 ,8.08
27.25,121.0,2015-01-12 ,7.34
27.25,121.25,2015-01-12 ,7.6
27.25,121.5,2015-01-12 ,7.01
27.25,121.75,2015-01-12 ,6.14
27.25,122.0,2015-01-12 ,7.06
27.25,122.25,2015-01-12 ,10.5
27.5,120.75,2015-01-12 ,9.75
27.5,121.0,2015-01-12 ,9.27
27.5,121.25,2015-01-12 ,9.1
27.5,121.5,2015-01-12 ,8.27
27.5,121.75,2015-01-12 ,7.31
27.5,122.0,2015-01-12 ,8.57
27.5,122.25,2015-01-12 ,9.6
27.75,120.75,2015-01-12 ,17.03
27.75,121.0,2015-01-12 ,14.59
27.75,121.25,2015-01-12 ,9.65
27.75,121.5,2015-01-12 ,9.56
27.75,121.75,2015-01-12 ,12.08
27.75,122.0,2015-01-12 ,9.53
27.75,122.25,2015-01-12 ,14.33
28.0,120.75,2015-01-12 ,19.31
28.0,121.0,2015-01-12 ,14.29
28.0,121.25,2015-01-12 ,6.58
28.0,121.5,2015-01-12 ,8.53
28.0,121.75,2015-01-12 ,15.29
28.0,122.0,2015-01-12 ,8.38
28.0,122.25,2015-01-12 ,9.13
28.25,121.25,2015-01-12 ,8.27
28.25,121.5,2015-01-12 ,6.45
28.25,121.75,2015-01-12 ,6.52
28.25,122.0,2015-01-12 ,8.08
28.25,122.25,2015-01-12 ,6.42
28.5,121.75,2015-01-12 ,10.32
28.5,122.0,2015-01-12 ,18.21
28.5,122.25,2015-01-12 ,12.14
27.25,120.75,2015-01-13 ,1.09
27.25,121.0,2015-01-13 ,2.66
27.25,121.25,2015-01-13 ,5.3
27.25,121.5,2015-01-13 ,2.85
27.25,121.75,2015-01-13 ,1.34
27.25,122.0,2015-01-13 ,1.84
27.25,122.25,2015-01-13 ,2.76
27.5,120.75,2015-01-13 ,3.26
27.5,121.0,2015-01-13 ,7.1
27.5,121.25,2015-01-13 ,4.3
27.5,121.5,2015-01-13 ,4.48
27.5,121.75,2015-01-13 ,3.39
27.5,122.0,2015-01-13 ,2.15
27.5,122.25,2015-01-13 ,2.5
27.75,120.75,2015-01-13 ,0.9
27.75,121.0,2015-01-13 ,2.42
27.75,121.25,2015-01-13 ,2.91
27.75,121.5,2015-01-13 ,2.91
27.75,121.75,2015-01-13 ,3.06
27.75,122.0,2015-01-13 ,1.67
27.75,122.25,2015-01-13 ,2.98
28.0,120.75,2015-01-13 ,3.33
28.0,121.0,2015-01-13 ,1.04
28.0,121.25,2015-01-13 ,1.81
28.0,121.5,2015-01-13 ,1.79
28.0,121.75,2015-01-13 ,1.46
28.0,122.0,2015-01-13 ,2.99
28.0,122.25,2015-01-13 ,3.54
28.25,121.25,2015-01-13 ,1.6
28.25,121.5,2015-01-13 ,1.48
28.25,121.75,2015-01-13 ,2.47
28.25,122.0,2015-01-13 ,4.86
28.25,122.25,2015-01-13 ,6.43
28.5,121.75,2015-01-13 ,3.68
28.5,122.0,2015-01-13 ,2.41
28.5,122.25,2015-01-13 ,2.86
27.25,120.75,2015-01-14 ,32.02
27.25,121.0,2015-01-14 ,31.93
27.25,121.25,2015-01-14 ,32.43
27.25,121.5,2015-01-14 ,32.3
27.25,121.75,2015-01-14 ,32.39
27.25,122.0,2015-01-14 ,32.19
27.25,122.25,2015-01-14 ,32.13
27.5,120.75,2015-01-14 ,31.21
27.5,121.0,2015-01-14 ,31.29
27.5,121.25,2015-01-14 ,31.57
27.5,121.5,2015-01-14 ,32.11
27.5,121.75,2015-01-14 ,31.87
27.5,122.0,2015-01-14 ,31.9
27.5,122.25,2015-01-14 ,31.91
27.75,120.75,2015-01-14 ,30.97
27.75,121.0,2015-01-14 ,31.3
27.75,121.25,2015-01-14 ,31.04
27.75,121.5,2015-01-14 ,31.75
27.75,121.75,2015-01-14 ,31.74
27.75,122.0,2015-01-14 ,31.54
27.75,122.25,2015-01-14 ,31.08
28.0,120.75,2015-01-14 ,30.35
28.0,121.0,2015-01-14 ,30.79
28.0,121.25,2015-01-14 ,29.81
28.0,121.5,2015-01-14 ,30.88
28.0,121.75,2015-01-14 ,31.16
28.0,122.0,2015-01-14 ,31.48
28.0,122.25,2015-01-14 ,31.7
28.25,121.25,2015-01-14 ,30.76
28.25,121.5,2015-01-14 ,30.2
28.25,121.75,2015-01-14 ,30.3
28.25,122.0,2015-01-14 ,31.02
28.25,122.25,2015-01-14 ,31.33
28.5,121.75,2015-01-14 ,26.02
28.5,122.0,2015-01-14 ,30.41
28.5,122.25,2015-01-14 ,31.09
27.25,120.75,2015-01-15 ,20.45
27.25,121.0,2015-01-15 ,17.1
27.25,121.25,2015-01-15 ,24.6
27.25,121.5,2015-01-15 ,22.81
27.25,121.75,2015-01-15 ,11.15
27.25,122.0,2015-01-15 ,9.52
27.25,122.25,2015-01-15 ,8.32
27.5,120.75,2015-01-15 ,22.58
27.5,121.0,2015-01-15 ,18.15
27.5,121.25,2015-01-15 ,29.46
27.5,121.5,2015-01-15 ,28.75
27.5,121.75,2015-01-15 ,11.28
27.5,122.0,2015-01-15 ,9.6
27.5,122.25,2015-01-15 ,9.49
27.75,120.75,2015-01-15 ,18.0
27.75,121.0,2015-01-15 ,15.96
27.75,121.25,2015-01-15 ,16.17
27.75,121.5,2015-01-15 ,26.31
27.75,121.75,2015-01-15 ,28.36
27.75,122.0,2015-01-15 ,12.93
27.75,122.25,2015-01-15 ,11.56
28.0,120.75,2015-01-15 ,17.95
28.0,121.0,2015-01-15 ,17.69
28.0,121.25,2015-01-15 ,22.45
28.0,121.5,2015-01-15 ,9.43
28.0,121.75,2015-01-15 ,20.2
28.0,122.0,2015-01-15 ,14.96
28.0,122.25,2015-01-15 ,9.07
28.25,121.25,2015-01-15 ,17.36
28.25,121.5,2015-01-15 ,9.6
28.25,121.75,2015-01-15 ,13.87
28.25,122.0,2015-01-15 ,11.79
28.25,122.25,2015-01-15 ,10.15
28.5,121.75,2015-01-15 ,12.03
28.5,122.0,2015-01-15 ,10.21
28.5,122.25,2015-01-15 ,9.24
27.25,120.75,2015-01-16 ,31.14
27.25,121.0,2015-01-16 ,31.31
27.25,121.25,2015-01-16 ,31.79
27.25,121.5,2015-01-16 ,31.91
27.25,121.75,2015-01-16 ,32.22
27.25,122.0,2015-01-16 ,32.38
27.25,122.25,2015-01-16 ,31.45
27.5,120.75,2015-01-16 ,30.05
27.5,121.0,2015-01-16 ,30.41
27.5,121.25,2015-01-16 ,31.16
27.5,121.5,2015-01-16 ,31.32
27.5,121.75,2015-01-16 ,31.55
27.5,122.0,2015-01-16 ,31.97
27.5,122.25,2015-01-16 ,32.07
27.75,120.75,2015-01-16 ,29.75
27.75,121.0,2015-01-16 ,30.18
27.75,121.25,2015-01-16 ,30.05
27.75,121.5,2015-01-16 ,30.79
27.75,121.75,2015-01-16 ,30.85
27.75,122.0,2015-01-16 ,31.29
27.75,122.25,2015-01-16 ,31.5
28.0,120.75,2015-01-16 ,29.53
28.0,121.0,2015-01-16 ,29.48
28.0,121.25,2015-01-16 ,29.94
28.0,121.5,2015-01-16 ,30.0
28.0,121.75,2015-01-16 ,30.56
28.0,122.0,2015-01-16 ,31.27
28.0,122.25,2015-01-16 ,31.91
28.25,121.25,2015-01-16 ,29.64
28.25,121.5,2015-01-16 ,28.5
28.25,121.75,2015-01-16 ,29.11
28.25,122.0,2015-01-16 ,30.1
28.25,122.25,2015-01-16 ,31.18
28.5,121.75,2015-01-16 ,29.33
28.5,122.0,2015-01-16 ,29.52
28.5,122.25,2015-01-16 ,30.16
27.25,120.75,2015-01-17 ,28.15
27.25,121.0,2015-01-17 ,24.48
27.25,121.25,2015-01-17 ,21.46
27.25,121.5,2015-01-17 ,9.84
27.25,121.75,2015-01-17 ,6.85
27.25,122.0,2015-01-17 ,6.71
27.25,122.25,2015-01-17 ,6.84
27.5,120.75,2015-01-17 ,27.7
27.5,121.0,2015-01-17 ,27.23
27.5,121.25,2015-01-17 ,17.89
27.5,121.5,2015-01-17 ,16.02
27.5,121.75,2015-01-17 ,10.42
27.5,122.0,2015-01-17 ,7.47
27.5,122.25,2015-01-17 ,7.47
27.75,120.75,2015-01-17 ,27.43
27.75,121.0,2015-01-17 ,27.16
27.75,121.25,2015-01-17 ,26.25
27.75,121.5,2015-01-17 ,12.61
27.75,121.75,2015-01-17 ,13.62
27.75,122.0,2015-01-17 ,10.65
27.75,122.25,2015-01-17 ,9.9
28.0,120.75,2015-01-17 ,27.45
28.0,121.0,2015-01-17 ,26.9
28.0,121.25,2015-01-17 ,26.25
28.0,121.5,2015-01-17 ,25.69
28.0,121.75,2015-01-17 ,18.28
28.0,122.0,2015-01-17 ,14.3
28.0,122.25,2015-01-17 ,12.33
28.25,121.25,2015-01-17 ,27.13
28.25,121.5,2015-01-17 ,25.79
28.25,121.75,2015-01-17 ,21.66
28.25,122.0,2015-01-17 ,21.02
28.25,122.25,2015-01-17 ,13.83
28.5,121.75,2015-01-17 ,24.3
28.5,122.0,2015-01-17 ,25.1
28.5,122.25,2015-01-17 ,18.17
27.25,120.75,2015-01-18 ,30.28
27.25,121.0,2015-01-18 ,29.48
27.25,121.25,2015-01-18 ,30.43
27.25,121.5,2015-01-18 ,30.64
27.25,121.75,2015-01-18 ,29.51
27.25,122.0,2015-01-18 ,31.78
27.25,122.25,2015-01-18 ,32.75
27.5,120.75,2015-01-18 ,29.39
27.5,121.0,2015-01-18 ,29.3
27.5,121.25,2015-01-18 ,29.99
27.5,121.5,2015-01-18 ,30.57
27.5,121.75,2015-01-18 ,30.61
27.5,122.0,2015-01-18 ,31.23
27.5,122.25,2015-01-18 ,32.07
27.75,120.75,2015-01-18 ,22.91
27.75,121.0,2015-01-18 ,28.6
27.75,121.25,2015-01-18 ,29.65
27.75,121.5,2015-01-18 ,30.4
27.75,121.75,2015-01-18 ,30.54
27.75,122.0,2015-01-18 ,31.22
27.75,122.25,2015-01-18 ,31.9
28.0,120.75,2015-01-18 ,24.4
28.0,121.0,2015-01-18 ,28.47
28.0,121.25,2015-01-18 ,29.57
28.0,121.5,2015-01-18 ,30.04
28.0,121.75,2015-01-18 ,30.14
28.0,122.0,2015-01-18 ,30.54
28.0,122.25,2015-01-18 ,31.98
28.25,121.25,2015-01-18 ,29.64
28.25,121.5,2015-01-18 ,29.29
28.25,121.75,2015-01-18 ,29.54
28.25,122.0,2015-01-18 ,30.01
28.25,122.25,2015-01-18 ,31.25
28.5,121.75,2015-01-18 ,28.22
28.5,122.0,2015-01-18 ,29.41
28.5,122.25,2015-01-18 ,30.4
27.25,120.75,2015-01-19 ,32.1
27.25,121.0,2015-01-19 ,32.48
27.25,121.25,2015-01-19 ,32.59
27.25,121.5,2015-01-19 ,32.63
27.25,121.75,2015-01-19 ,32.78
27.25,122.0,2015-01-19 ,32.54
27.25,122.25,2015-01-19 ,32.62
27.5,120.75,2015-01-19 ,31.21
27.5,121.0,2015-01-19 ,31.53
27.5,121.25,2015-01-19 ,32.25
27.5,121.5,2015-01-19 ,32.38
27.5,121.75,2015-01-19 ,32.56
27.5,122.0,2015-01-19 ,32.56
27.5,122.25,2015-01-19 ,32.8
27.75,120.75,2015-01-19 ,31.38
27.75,121.0,2015-01-19 ,31.5
27.75,121.25,2015-01-19 ,31.26
27.75,121.5,2015-01-19 ,31.85
27.75,121.75,2015-01-19 ,32.14
27.75,122.0,2015-01-19 ,32.35
27.75,122.25,2015-01-19 ,32.37
28.0,120.75,2015-01-19 ,30.98
28.0,121.0,2015-01-19 ,31.17
28.0,121.25,2015-01-19 ,31.18
28.0,121.5,2015-01-19 ,31.07
28.0,121.75,2015-01-19 ,31.57
28.0,122.0,2015-01-19 ,31.66
28.0,122.25,2015-01-19 ,32.41
